"CellCode";"EofOrigin.x";"NofOrigin.x";"final_capacity";"total_indicators"
"10kmE500N395";5000000;3950000;0.39321303431;0
"10kmE500N396";5000000;3960000;0.13069928389;0
"10kmE500N397";5000000;3970000;0.11160772335;0
"10kmE500N398";5000000;3980000;0.26800084583;0
"10kmE500N399";5000000;3990000;0.17515771016;0
"10kmE500N400";5000000;4000000;0.43;0
"10kmE500N401";5000000;4010000;0.43;0
"10kmE500N402";5000000;4020000;0.43;0
"10kmE500N403";5000000;4030000;0.40874848066;0
"10kmE500N404";5000000;4040000;0.32760913702;0
"10kmE500N405";5000000;4050000;0.33139173737;0
"10kmE500N410";5000000;4100000;0.13;0
"10kmE500N411";5000000;4110000;0.12038792922;0
"10kmE500N412";5000000;4120000;0.08947188302;0
"10kmE500N413";5000000;4130000;0.08602266166;0
"10kmE500N414";5000000;4140000;0.0816286731;0
"10kmE500N415";5000000;4150000;0.10861794658;0
"10kmE500N416";5000000;4160000;0.1668697857;0
"10kmE500N417";5000000;4170000;0.09957959982;0
"10kmE500N418";5000000;4180000;0.0462638666;0
"10kmE500N419";5000000;4190000;0.00383761532;0
"10kmE500N420";5000000;4200000;0.01834091784;0
"10kmE501N368";5010000;3680000;0.28249800421;0
"10kmE501N369";5010000;3690000;0.24103782448;0
"10kmE501N390";5010000;3900000;0.294660320755;0
"10kmE501N391";5010000;3910000;0.529868332785;0
"10kmE501N394";5010000;3940000;0.43;0
"10kmE501N395";5010000;3950000;0.27374921741;0
"10kmE501N396";5010000;3960000;0.00055999502;0
"10kmE501N397";5010000;3970000;0.00160357621;0
"10kmE501N398";5010000;3980000;0.02437160536;0
"10kmE501N399";5010000;3990000;0.27858520295;0
"10kmE501N400";5010000;4000000;0.43;0
"10kmE501N401";5010000;4010000;0.43;0
"10kmE501N402";5010000;4020000;0.43;0
"10kmE501N403";5010000;4030000;0.36238759507;0
"10kmE501N404";5010000;4040000;0.24797851933;0
"10kmE501N405";5010000;4050000;0.42466532884;0
"10kmE501N410";5010000;4100000;0.13;0
"10kmE501N411";5010000;4110000;0.13;0
"10kmE501N412";5010000;4120000;0.12699785579;0
"10kmE501N413";5010000;4130000;0.08535674862;0
"10kmE501N414";5010000;4140000;0.05485144639;0
"10kmE501N415";5010000;4150000;0.02819862071;0
"10kmE501N416";5010000;4160000;0.03375748728;0
"10kmE501N417";5010000;4170000;0.04619504682;0
"10kmE501N418";5010000;4180000;0.04699460164;0
"10kmE501N419";5010000;4190000;0.0270809168;0
"10kmE501N420";5010000;4200000;0.07495137384;0
"10kmE502N392";5020000;3920000;0.28828407425125;0
"10kmE502N393";5020000;3930000;0.44672519887875;0
"10kmE502N394";5020000;3940000;0.4777909782525;0
"10kmE502N395";5020000;3950000;0.34654457459875;0
"10kmE502N398";5020000;3980000;0.00102575554;0
"10kmE502N399";5020000;3990000;0.36141907468;0
"10kmE502N400";5020000;4000000;0.43;0
"10kmE502N401";5020000;4010000;0.43;0
"10kmE502N402";5020000;4020000;0.40755745376;0
"10kmE502N403";5020000;4030000;0.05861538851;0
"10kmE502N404";5020000;4040000;0.13738523048;0
"10kmE502N405";5020000;4050000;0.21297386451;0
"10kmE502N406";5020000;4060000;0.42566890799;0
"10kmE502N407";5020000;4070000;0.03466400796;0
"10kmE502N410";5020000;4100000;0.10809642987;0
"10kmE502N411";5020000;4110000;0.13;0
"10kmE502N412";5020000;4120000;0.12912385356;0
"10kmE502N413";5020000;4130000;0.12213809322;0
"10kmE502N414";5020000;4140000;0.08720065107;0
"10kmE502N415";5020000;4150000;0.0530365615;0
"10kmE502N416";5020000;4160000;0.0844906599;0
"10kmE502N418";5020000;4180000;0.0625642458;0
"10kmE502N419";5020000;4190000;0.08040212376;0
"10kmE503N392";5030000;3920000;0.0958478152225;0
"10kmE503N394";5030000;3940000;0.01536902411;0
"10kmE503N395";5030000;3950000;0.0014815217175;0
"10kmE503N399";5030000;3990000;0.03571479337;0
"10kmE503N400";5030000;4000000;0.40618898521;0
"10kmE503N401";5030000;4010000;0.41246596138;0
"10kmE503N402";5030000;4020000;0.10657402467;0
"10kmE503N404";5030000;4040000;0.00654994275;0
"10kmE503N405";5030000;4050000;0.14874337131;0
"10kmE503N406";5030000;4060000;0.42214304946;0
"10kmE503N407";5030000;4070000;0.3420139504;0
"10kmE503N410";5030000;4100000;0.05881084235;0
"10kmE503N411";5030000;4110000;0.13;0
"10kmE503N412";5030000;4120000;0.13;0
"10kmE503N413";5030000;4130000;0.12629626074;0
"10kmE503N414";5030000;4140000;0.1154330242;0
"10kmE503N415";5030000;4150000;0.10783219486;0
"10kmE503N416";5030000;4160000;0.082037646;0
"10kmE503N417";5030000;4170000;0.03207595158;0
"10kmE503N418";5030000;4180000;0.01189190688;0
"10kmE503N419";5030000;4190000;0.02373764316;0
"10kmE503N420";5030000;4200000;0.03403414756;0
"10kmE504N392";5040000;3920000;0.513410008585;0
"10kmE504N393";5040000;3930000;0.16960621924;0
"10kmE504N396";5040000;3960000;0.002746155265;0
"10kmE504N400";5040000;4000000;0.27581061105;0
"10kmE504N401";5040000;4010000;0.072787130325;0
"10kmE504N402";5040000;4020000;0.011854867635;0
"10kmE504N406";5040000;4060000;0.09237706297;0
"10kmE504N407";5040000;4070000;0.42999580234;0
"10kmE504N410";5040000;4100000;0.00168723295;0
"10kmE504N411";5040000;4110000;0.08868246192;0
"10kmE504N412";5040000;4120000;0.13;0
"10kmE504N413";5040000;4130000;0.11556412075;0
"10kmE504N414";5040000;4140000;0.14076325548;0
"10kmE504N415";5040000;4150000;0.1096145352;0
"10kmE504N416";5040000;4160000;0.06316894836;0
"10kmE504N417";5040000;4170000;0.08382925488;0
"10kmE504N418";5040000;4180000;0.01908053896;0
"10kmE505N392";5050000;3920000;0.545;0
"10kmE505N393";5050000;3930000;0.53637207666;0
"10kmE505N394";5050000;3940000;0.42316249666;0
"10kmE505N395";5050000;3950000;0.09429340063;0
"10kmE505N401";5050000;4010000;0.00494115219;0
"10kmE505N402";5050000;4020000;0.01732022838;0
"10kmE505N403";5050000;4030000;0.041954383575;0
"10kmE505N405";5050000;4050000;0.004136041;0
"10kmE505N406";5050000;4060000;0.09685884203;0
"10kmE505N407";5050000;4070000;0.43;0
"10kmE505N411";5050000;4110000;0.06787782716;0
"10kmE505N412";5050000;4120000;0.13;0
"10kmE505N413";5050000;4130000;0.12898664857;0
"10kmE505N414";5050000;4140000;0.12976598646;0
"10kmE505N415";5050000;4150000;0.03175442946;0
"10kmE505N416";5050000;4160000;0.046437328;0
"10kmE506N394";5060000;3940000;0.545;0
"10kmE506N395";5060000;3950000;0.171753529595;0
"10kmE506N403";5060000;4030000;0.05104058388;0
"10kmE506N404";5060000;4040000;0.03753987354;0
"10kmE506N405";5060000;4050000;0.02446365285;0
"10kmE506N406";5060000;4060000;0.15379489392;0
"10kmE506N407";5060000;4070000;0.36949242057;0
"10kmE506N408";5060000;4080000;0.4795804437375;0
"10kmE506N409";5060000;4090000;0.0299233369575;0
"10kmE506N412";5060000;4120000;0.12008541051;0
"10kmE506N413";5060000;4130000;0.12197053024;0
"10kmE506N414";5060000;4140000;0.14671366758;0
"10kmE506N415";5060000;4150000;0.05077813104;0
"10kmE506N416";5060000;4160000;0.02896899236;0
"10kmE506N539";5060000;5390000;0.546666666666667;0
"10kmE507N394";5070000;3940000;0.545;0
"10kmE507N395";5070000;3950000;0.482861617355;0
"10kmE507N396";5070000;3960000;0.23761871271;0
"10kmE507N397";5070000;3970000;0.10421548751;0
"10kmE507N398";5070000;3980000;0.004407900595;0
"10kmE507N403";5070000;4030000;0.00625471014;0
"10kmE507N404";5070000;4040000;0.006415807905;0
"10kmE507N405";5070000;4050000;0.003647173725;0
"10kmE507N406";5070000;4060000;0.0236882528;0
"10kmE507N407";5070000;4070000;0.27865443252;0
"10kmE507N408";5070000;4080000;0.3868620779275;0
"10kmE507N409";5070000;4090000;0.3218257826525;0
"10kmE507N412";5070000;4120000;0.08174475231;0
"10kmE507N413";5070000;4130000;0.12015009227;0
"10kmE507N414";5070000;4140000;0.14408976654;0
"10kmE507N415";5070000;4150000;0.05078934684;0
"10kmE507N416";5070000;4160000;0.01516469164;0
"10kmE507N417";5070000;4170000;0.0468506234;0
"10kmE508N389";5080000;3890000;0.2770906526;0
"10kmE508N392";5080000;3920000;0.545;0
"10kmE508N393";5080000;3930000;0.545;0
"10kmE508N394";5080000;3940000;0.545;0
"10kmE508N395";5080000;3950000;0.545;0
"10kmE508N396";5080000;3960000;0.545;0
"10kmE508N397";5080000;3970000;0.401964966365;0
"10kmE508N398";5080000;3980000;0.0810151438;0
"10kmE508N399";5080000;3990000;0.02179541982;0
"10kmE508N400";5080000;4000000;0.00186694214666667;0
"10kmE508N404";5080000;4040000;0.0017234711;0
"10kmE508N405";5080000;4050000;0.00229228172;0
"10kmE508N406";5080000;4060000;0.001873796535;0
"10kmE508N407";5080000;4070000;0.09456029739;0
"10kmE508N408";5080000;4080000;0.33541583959625;0
"10kmE508N409";5080000;4090000;0.362284407345;0
"10kmE508N410";5080000;4100000;0.072007740225;0
"10kmE508N412";5080000;4120000;0.01499654481;0
"10kmE508N413";5080000;4130000;0.12998915514;0
"10kmE508N414";5080000;4140000;0.1621291788;0
"10kmE508N415";5080000;4150000;0.09496504782;0
"10kmE508N416";5080000;4160000;0.05237029368;0
"10kmE508N417";5080000;4170000;0.00479451906;0
"10kmE509N388";5090000;3880000;0.16290445669;0
"10kmE509N389";5090000;3890000;0.45391865155;0
"10kmE509N392";5090000;3920000;0.543902779295;0
"10kmE509N393";5090000;3930000;0.53334127934;0
"10kmE509N394";5090000;3940000;0.545;0
"10kmE509N395";5090000;3950000;0.545;0
"10kmE509N396";5090000;3960000;0.545;0
"10kmE509N397";5090000;3970000;0.545;0
"10kmE509N398";5090000;3980000;0.51465972901;0
"10kmE509N399";5090000;3990000;0.141204683835;0
"10kmE509N400";5090000;4000000;0.02180224532;0
"10kmE509N401";5090000;4010000;0.0524767702533333;0
"10kmE509N402";5090000;4020000;0.08297808108;0
"10kmE509N406";5090000;4060000;0.0056654091;0
"10kmE509N407";5090000;4070000;0.014223845025;0
"10kmE509N408";5090000;4080000;0.09289462126875;0
"10kmE509N409";5090000;4090000;0.4406163948375;0
"10kmE509N410";5090000;4100000;0.3164772863625;0
"10kmE509N411";5090000;4110000;0.04723712055;0
"10kmE509N412";5090000;4120000;0.00979207931;0
"10kmE509N413";5090000;4130000;0.08533331404;0
"10kmE509N414";5090000;4140000;0.16157816784;0
"10kmE509N415";5090000;4150000;0.09439236;0
"10kmE509N416";5090000;4160000;0.06519493188;0
"10kmE509N417";5090000;4170000;0.01626489432;0
"10kmE510N388";5100000;3880000;0.35541004401;0
"10kmE510N389";5100000;3890000;0.47;0
"10kmE510N392";5100000;3920000;0.22918453033;0
"10kmE510N393";5100000;3930000;0.376486924865;0
"10kmE510N394";5100000;3940000;0.545;0
"10kmE510N395";5100000;3950000;0.545;0
"10kmE510N396";5100000;3960000;0.545;0
"10kmE510N397";5100000;3970000;0.545;0
"10kmE510N398";5100000;3980000;0.545;0
"10kmE510N399";5100000;3990000;0.53675648151;0
"10kmE510N400";5100000;4000000;0.5503786210125;0
"10kmE510N401";5100000;4010000;0.37359426556375;0
"10kmE510N402";5100000;4020000;0.06632139148;0
"10kmE510N403";5100000;4030000;0.01267696516;0
"10kmE510N404";5100000;4040000;0.01308603864;0
"10kmE510N409";5100000;4090000;0.3356817851625;0
"10kmE510N410";5100000;4100000;0.5690612085375;0
"10kmE510N411";5100000;4110000;0.328518676425;0
"10kmE510N412";5100000;4120000;0.102778541775;0
"10kmE510N413";5100000;4130000;0.1299217789875;0
"10kmE510N414";5100000;4140000;0.13;0
"10kmE510N415";5100000;4150000;0.1211471118;0
"10kmE510N416";5100000;4160000;0.13911003576;0
"10kmE510N417";5100000;4170000;0.1118704095;0
"10kmE510N418";5100000;4180000;0.04302507078;0
"10kmE511N386";5110000;3860000;0.04774899717;0
"10kmE511N387";5110000;3870000;0.2018885094;0
"10kmE511N388";5110000;3880000;0.46368560452;0
"10kmE511N389";5110000;3890000;0.47;0
"10kmE511N392";5110000;3920000;0.44179488254;0
"10kmE511N393";5110000;3930000;0.54478589348;0
"10kmE511N394";5110000;3940000;0.545;0
"10kmE511N395";5110000;3950000;0.545;0
"10kmE511N396";5110000;3960000;0.545;0
"10kmE511N397";5110000;3970000;0.545;0
"10kmE511N398";5110000;3980000;0.545;0
"10kmE511N399";5110000;3990000;0.53802781064;0
"10kmE511N400";5110000;4000000;0.6338313146025;0
"10kmE511N401";5110000;4010000;0.066981254025;0
"10kmE511N410";5110000;4100000;0.1414273809;0
"10kmE511N411";5110000;4110000;0.43805614365;0
"10kmE511N412";5110000;4120000;0.0565193424;0
"10kmE511N413";5110000;4130000;0.374229267525;0
"10kmE511N414";5110000;4140000;0.11157657693;0
"10kmE511N415";5110000;4150000;0.13;0
"10kmE511N416";5110000;4160000;0.14277894714;0
"10kmE511N417";5110000;4170000;0.12144741534;0
"10kmE511N418";5110000;4180000;0.05873983416;0
"10kmE511N419";5110000;4190000;0.00650590956;0
"10kmE512N390";5120000;3900000;0.545;0
"10kmE512N391";5120000;3910000;0.545;0
"10kmE512N392";5120000;3920000;0.545;0
"10kmE512N393";5120000;3930000;0.545;0
"10kmE512N394";5120000;3940000;0.545;0
"10kmE512N395";5120000;3950000;0.545;0
"10kmE512N396";5120000;3960000;0.545;0
"10kmE512N397";5120000;3970000;0.545;0
"10kmE512N398";5120000;3980000;0.453016628195;0
"10kmE512N399";5120000;3990000;0.237462913015;0
"10kmE512N410";5120000;4100000;0.009895197225;0
"10kmE512N411";5120000;4110000;0.5357920929375;0
"10kmE512N412";5120000;4120000;0.4383669523125;0
"10kmE512N413";5120000;4130000;0.123317279625;0
"10kmE512N414";5120000;4140000;0.0225573758625;0
"10kmE512N415";5120000;4150000;0.277432134525;0
"10kmE512N416";5120000;4160000;0.26881146062;0
"10kmE512N417";5120000;4170000;0.15436162554;0
"10kmE512N418";5120000;4180000;0.0400398880342857;0
"10kmE513N390";5130000;3900000;0.545;0
"10kmE513N391";5130000;3910000;0.545;0
"10kmE513N392";5130000;3920000;0.545;0
"10kmE513N393";5130000;3930000;0.545;0
"10kmE513N394";5130000;3940000;0.545;0
"10kmE513N395";5130000;3950000;0.545;0
"10kmE513N396";5130000;3960000;0.53231224631;0
"10kmE513N397";5130000;3970000;0.335908497515;0
"10kmE513N398";5130000;3980000;0.36182463563;0
"10kmE513N399";5130000;3990000;0.097556235515;0
"10kmE513N411";5130000;4110000;0.5122644694875;0
"10kmE513N412";5130000;4120000;0.511753835175;0
"10kmE513N413";5130000;4130000;0.5291278815;0
"10kmE513N414";5130000;4140000;0.4164659101125;0
"10kmE513N416";5130000;4160000;0.3230909262;0
"10kmE513N417";5130000;4170000;0.2891056584;0
"10kmE513N418";5130000;4180000;0.260229394102857;0
"10kmE513N419";5130000;4190000;0.116544168925714;0
"10kmE513N420";5130000;4200000;0.050308546285;0
"10kmE514N390";5140000;3900000;0.545;0
"10kmE514N391";5140000;3910000;0.545;0
"10kmE514N392";5140000;3920000;0.545;0
"10kmE514N393";5140000;3930000;0.545;0
"10kmE514N394";5140000;3940000;0.545;0
"10kmE514N395";5140000;3950000;0.545;0
"10kmE514N396";5140000;3960000;0.379765191425;0
"10kmE514N397";5140000;3970000;0.064471922225;0
"10kmE514N398";5140000;3980000;0.1741671425;0
"10kmE514N399";5140000;3990000;0.0001937225;0
"10kmE514N412";5140000;4120000;0.322314179625;0
"10kmE514N413";5140000;4130000;0.4645804410375;0
"10kmE514N414";5140000;4140000;0.261749170425;0
"10kmE514N418";5140000;4180000;0.368022336;0
"10kmE514N419";5140000;4190000;0.34320770175;0
"10kmE514N420";5140000;4200000;0.18296933191;0
"10kmE515N390";5150000;3900000;0.545;0
"10kmE515N391";5150000;3910000;0.545;0
"10kmE515N392";5150000;3920000;0.545;0
"10kmE515N393";5150000;3930000;0.545;0
"10kmE515N394";5150000;3940000;0.544999999455;0
"10kmE515N395";5150000;3950000;0.545;0
"10kmE515N396";5150000;3960000;0.545;0
"10kmE515N397";5150000;3970000;0.33645956827;0
"10kmE515N398";5150000;3980000;0.154867399375;0
"10kmE515N399";5150000;3990000;0.135224706875;0
"10kmE515N400";5150000;4000000;0.127662807925;0
"10kmE515N412";5150000;4120000;0.1695616832625;0
"10kmE515N413";5150000;4130000;0.3957178587;0
"10kmE515N414";5150000;4140000;0.236290651275;0
"10kmE515N415";5150000;4150000;0.0748895271;0
"10kmE515N418";5150000;4180000;0.33238009125;0
"10kmE515N419";5150000;4190000;0.306325390875;0
"10kmE515N420";5150000;4200000;0.21936831517;0
"10kmE515N421";5150000;4210000;0.06864156239;0
"10kmE516N388";5160000;3880000;0.47;0
"10kmE516N389";5160000;3890000;0.47;0
"10kmE516N390";5160000;3900000;0.47;0
"10kmE516N391";5160000;3910000;0.47;0
"10kmE516N392";5160000;3920000;0.46918942108;0
"10kmE516N393";5160000;3930000;0.40574515837;0
"10kmE516N394";5160000;3940000;0.4299991426325;0
"10kmE516N395";5160000;3950000;0.497472525725;0
"10kmE516N396";5160000;3960000;0.5365060006;0
"10kmE516N397";5160000;3970000;0.535239767765;0
"10kmE516N398";5160000;3980000;0.602772405;0
"10kmE516N399";5160000;3990000;0.47778825375;0
"10kmE516N400";5160000;4000000;0.2956687010875;0
"10kmE516N413";5160000;4130000;0.3071546043;0
"10kmE516N414";5160000;4140000;0.437777269275;0
"10kmE516N415";5160000;4150000;0.0780276788625;0
"10kmE516N416";5160000;4160000;0.099141242175;0
"10kmE516N417";5160000;4170000;0.5366691424875;0
"10kmE516N418";5160000;4180000;0.373609230375;0
"10kmE516N419";5160000;4190000;0.31767050325;0
"10kmE516N420";5160000;4200000;0.372335685225;0
"10kmE516N421";5160000;4210000;0.20786893044;0
"10kmE516N422";5160000;4220000;0.03187593829;0
"10kmE517N388";5170000;3880000;0.46999999953;0
"10kmE517N389";5170000;3890000;0.46089873435;0
"10kmE517N390";5170000;3900000;0.4151510423;0
"10kmE517N391";5170000;3910000;0.38826252043;0
"10kmE517N392";5170000;3920000;0.39680604178;0
"10kmE517N393";5170000;3930000;0.15988801643;0
"10kmE517N413";5170000;4130000;0.2929846215;0
"10kmE517N414";5170000;4140000;0.50035585155;0
"10kmE517N415";5170000;4150000;0.016357738725;0
"10kmE517N417";5170000;4170000;0.2688248097;0
"10kmE517N418";5170000;4180000;0.374730753;0
"10kmE517N419";5170000;4190000;0.278086855125;0
"10kmE517N420";5170000;4200000;0.406989890235;0
"10kmE517N421";5170000;4210000;0.18304858196;0
"10kmE517N422";5170000;4220000;0.077232843195;0
"10kmE517N423";5170000;4230000;0.017537430865;0
"10kmE518N388";5180000;3880000;0.29820414723;0
"10kmE518N389";5180000;3890000;0.27240801111;0
"10kmE518N413";5180000;4130000;0.037998464175;0
"10kmE518N414";5180000;4140000;0.5577778550625;0
"10kmE518N415";5180000;4150000;0.385915988925;0
"10kmE518N417";5180000;4170000;2.939625e-08;0
"10kmE518N418";5180000;4180000;0.347045463;0
"10kmE518N419";5180000;4190000;0.373446048;0
"10kmE518N420";5180000;4200000;0.437392898995;0
"10kmE518N421";5180000;4210000;0.382159762435;0
"10kmE518N422";5180000;4220000;0.072222153875;0
"10kmE518N423";5180000;4230000;0.049225730455;0
"10kmE519N413";5190000;4130000;0.1812882924;0
"10kmE519N414";5190000;4140000;0.5986086495;0
"10kmE519N415";5190000;4150000;0.4217024664375;0
"10kmE519N416";5190000;4160000;0.28759755448125;0
"10kmE519N418";5190000;4180000;0.34211055375;0
"10kmE519N419";5190000;4190000;0.375;0
"10kmE519N420";5190000;4200000;0.44291567518;0
"10kmE519N421";5190000;4210000;0.393322962125;0
"10kmE519N422";5190000;4220000;0.123421715205;0
"10kmE519N423";5190000;4230000;0.03899761861;0
"10kmE519N424";5190000;4240000;0.007714887975;0
"10kmE520N415";5200000;4150000;0.13421486446875;0
"10kmE520N416";5200000;4160000;0.245033018175;0
"10kmE520N420";5200000;4200000;0.375;0
"10kmE520N421";5200000;4210000;0.3450603975;0
"10kmE520N422";5200000;4220000;0.298920092525;0
"10kmE520N423";5200000;4230000;0.104488475535;0
"10kmE520N424";5200000;4240000;0.11332826659;0
"10kmE521N415";5210000;4150000;0.24647508478125;0
"10kmE521N416";5210000;4160000;0.661672800525;0
"10kmE521N417";5210000;4170000;0.254723685975;0
"10kmE521N420";5210000;4200000;0.356849456625;0
"10kmE521N421";5210000;4210000;0.374718111375;0
"10kmE521N422";5210000;4220000;0.440471548725;0
"10kmE521N423";5210000;4230000;0.34693105397;0
"10kmE521N424";5210000;4240000;0.17901531556;0
"10kmE522N415";5220000;4150000;0.1137071694;0
"10kmE522N416";5220000;4160000;0.72073263735;0
"10kmE522N417";5220000;4170000;0.3390688818;0
"10kmE522N418";5220000;4180000;0.1557048537;0
"10kmE522N419";5220000;4190000;0.334312647075;0
"10kmE522N422";5220000;4220000;0.369820179;0
"10kmE522N423";5220000;4230000;0.333253978875;0
"10kmE522N424";5220000;4240000;0.22319151754;0
"10kmE522N425";5220000;4250000;0.05017865835;0
"10kmE523N415";5230000;4150000;0.163640882625;0
"10kmE523N416";5230000;4160000;0.820778081475;0
"10kmE523N417";5230000;4170000;0.352579023225;0
"10kmE523N418";5230000;4180000;0.187316214525;0
"10kmE523N422";5230000;4220000;0.37165790475;0
"10kmE523N423";5230000;4230000;0.362804859375;0
"10kmE523N424";5230000;4240000;0.38765711844;0
"10kmE523N425";5230000;4250000;0.20865677891;0
"10kmE523N426";5230000;4260000;0.02903661361;0
"10kmE524N415";5240000;4150000;0.376566427875;0
"10kmE524N416";5240000;4160000;0.825;0
"10kmE524N417";5240000;4170000;0.6842307516;0
"10kmE524N418";5240000;4180000;0.018852161625;0
"10kmE524N419";5240000;4190000;0.2355905112;0
"10kmE524N422";5240000;4220000;0.356997290625;0
"10kmE524N423";5240000;4230000;0.368972376375;0
"10kmE524N424";5240000;4240000;0.425903079985;0
"10kmE524N425";5240000;4250000;0.337771806315;0
"10kmE524N426";5240000;4260000;0.04465927974;0
"10kmE524N427";5240000;4270000;0.002238881775;0
"10kmE525N415";5250000;4150000;0.180973294425;0
"10kmE525N416";5250000;4160000;0.766748814975;0
"10kmE525N417";5250000;4170000;0.702205641225;0
"10kmE525N418";5250000;4180000;0.144443320725;0
"10kmE525N419";5250000;4190000;0.33933117405;0
"10kmE525N422";5250000;4220000;0.334838260875;0
"10kmE525N423";5250000;4230000;0.346989385125;0
"10kmE525N424";5250000;4240000;0.391981607525;0
"10kmE525N425";5250000;4250000;0.32951197842;0
"10kmE525N426";5250000;4260000;0.239847697105;0
"10kmE525N427";5250000;4270000;0.12022186394;0
"10kmE526N415";5260000;4150000;0.108941805225;0
"10kmE526N416";5260000;4160000;0.8135898606;0
"10kmE526N417";5260000;4170000;0.60106988865;0
"10kmE526N422";5260000;4220000;0.293978149875;0
"10kmE526N423";5260000;4230000;0.35729111025;0
"10kmE526N424";5260000;4240000;0.318567280125;0
"10kmE526N425";5260000;4250000;0.361420558125;0
"10kmE526N426";5260000;4260000;0.32026561089;0
"10kmE526N427";5260000;4270000;0.21825227564;0
"10kmE527N415";5270000;4150000;0.5045219652;0
"10kmE527N416";5270000;4160000;0.825;0
"10kmE527N417";5270000;4170000;0.523722697575;0
"10kmE527N422";5270000;4220000;0.03475787175;0
"10kmE527N423";5270000;4230000;0.12253723725;0
"10kmE527N424";5270000;4240000;0.36329950125;0
"10kmE527N425";5270000;4250000;0.290322618375;0
"10kmE527N426";5270000;4260000;0.32414367019;0
"10kmE527N427";5270000;4270000;0.12046235084;0
"10kmE528N415";5280000;4150000;0.4861354146;0
"10kmE528N424";5280000;4240000;0.35713229625;0
"10kmE528N425";5280000;4250000;0.3452708895;0
"10kmE528N426";5280000;4260000;0.404181667895;0
"10kmE528N427";5280000;4270000;0.19558571025;0
"10kmE528N428";5280000;4280000;0.00740605535;0
"10kmE529N415";5290000;4150000;0.142622497875;0
"10kmE529N424";5290000;4240000;0.362741909625;0
"10kmE529N425";5290000;4250000;0.366686479125;0
"10kmE529N426";5290000;4260000;0.43499064437;0
"10kmE529N427";5290000;4270000;0.236547064465;0
"10kmE529N428";5290000;4280000;0.25050250445;0
"10kmE530N416";5300000;4160000;0.730080452475;0
"10kmE530N417";5300000;4170000;0.825;0
"10kmE531N416";5310000;4160000;0.734449800975;0
"10kmE531N417";5310000;4170000;0.825;0
"10kmE532N416";5320000;4160000;0.765007946175;0
"10kmE532N417";5320000;4170000;0.825;0
"10kmE533N177";5330000;1770000;0.71;0
"10kmE533N416";5330000;4160000;0.779577700275;0
"10kmE533N417";5330000;4170000;0.7850104515;0
"10kmE534N177";5340000;1770000;0.66;0
"10kmE540N179";5400000;1790000;0.53;0
"10kmE541N179";5410000;1790000;0.53;0
"10kmE541N200";5410000;2000000;0.48;0
"10kmE547N173";5470000;1730000;0.335;0
"10kmE549N173";5490000;1730000;0.335;0
"10kmE549N175";5490000;1750000;0.335;0
"10kmE549N202";5490000;2020000;0.47;0
"10kmE550N174";5500000;1740000;0.3525;0
"10kmE550N175";5500000;1750000;0.3525;0
"10kmE555N209";5550000;2090000;0.65;0
"10kmE562N198";5620000;1980000;0.695;0
"10kmE563N198";5630000;1980000;0.695;0
"10kmE563N199";5630000;1990000;0.695;0
NA;NA;NA;NA;0
