"CellCode";"EofOrigin.x";"NofOrigin.x";"final_capacity";"area_covered";"total_indicators"
"10kmE466N366";4660000;3660000;0.74;1;4
"10kmE466N367";4660000;3670000;0.74;0.592197174;6
"10kmE466N368";4660000;3680000;0.74;0.00246402;2
"10kmE467N366";4670000;3660000;0.74;0.97028074;8
"10kmE467N367";4670000;3670000;0.74;0.641415663;4
"10kmE467N368";4670000;3680000;0.74;0.017920351;4
"10kmE468N366";4680000;3660000;0.74;0.913939051;6
"10kmE468N367";4680000;3670000;0.74;0.234585788;4
"10kmE468N396";4680000;3960000;0.62;0.372252127;4
"10kmE469N366";4690000;3660000;0.74;1;4
"10kmE469N367";4690000;3670000;0.74;0.944839636;2
"10kmE469N368";4690000;3680000;0.74;0.433876474;4
"10kmE469N369";4690000;3690000;0.74;0.040575351;4
"10kmE469N370";4690000;3700000;0.76;0.065733562;2
"10kmE469N371";4690000;3710000;0.76;0.240631813;3
"10kmE469N372";4690000;3720000;0.76;0.154179308;1
"10kmE469N394";4690000;3940000;0.42;0.03196612;1
"10kmE469N396";4690000;3960000;0.62;0.502842416;4
"10kmE469N429";4690000;4290000;0.71;0.005086961;2
"10kmE470N365";4700000;3650000;0.76;0.901242559;2
"10kmE470N366";4700000;3660000;0.76;1;1
"10kmE470N367";4700000;3670000;0.76;1;1
"10kmE470N368";4700000;3680000;0.7;0.999115837;2
"10kmE470N369";4700000;3690000;0.7;0.967567094;6
"10kmE470N370";4700000;3700000;0.76;0.905187421;3
"10kmE470N371";4700000;3710000;0.76;0.711413975;4
"10kmE470N372";4700000;3720000;0.74;0.412204811;6
"10kmE470N373";4700000;3730000;0.74;0.219663428;6
"10kmE470N374";4700000;3740000;0.74;0.120773171;2
"10kmE470N387";4700000;3870000;0.82;0.089948225;2
"10kmE470N388";4700000;3880000;0.62;0.05909919;2
"10kmE470N394";4700000;3940000;0.62;0.002905836;2
"10kmE470N396";4700000;3960000;0.82;0.23996701;2
"10kmE470N422";4700000;4220000;0.71;0.017768298;2
"10kmE470N423";4700000;4230000;0.71;0.028268894;2
"10kmE470N424";4700000;4240000;0.71;0.182436572;4
"10kmE470N425";4700000;4250000;0.71;0.104921546;4
"10kmE470N426";4700000;4260000;0.71;0.027413122;2
"10kmE470N427";4700000;4270000;0.71;0.390038882;4
"10kmE470N428";4700000;4280000;0.71;0.54140232;6
"10kmE470N429";4700000;4290000;0.71;0.359792196;4
"10kmE470N430";4700000;4300000;0.73;0.109829324;6
"10kmE470N431";4700000;4310000;0.73;0.330150179;3
"10kmE470N432";4700000;4320000;0.77;0.059802672;1
"10kmE470N433";4700000;4330000;0.77;0.105863199;3
"10kmE470N437";4700000;4370000;0.77;0.026893868;4
"10kmE470N438";4700000;4380000;0.77;0.257591981;6
"10kmE470N439";4700000;4390000;0.77;0.24140654;8
"10kmE471N366";4710000;3660000;0.76;1;1
"10kmE471N367";4710000;3670000;0.76;1;2
"10kmE471N368";4710000;3680000;0.7;0.806560678;4
"10kmE471N369";4710000;3690000;0.7;0.747501153;2
"10kmE471N370";4710000;3700000;0.76;0.798142454;3
"10kmE471N371";4710000;3710000;0.76;0.535944571;3
"10kmE471N372";4710000;3720000;0.74;0.670092374;4
"10kmE471N373";4710000;3730000;0.74;0.518051124;6
"10kmE471N374";4710000;3740000;0.74;0.01951148;6
"10kmE471N375";4710000;3750000;0.74;0.130376288;8
"10kmE471N376";4710000;3760000;0.74;0.050167795;8
"10kmE471N377";4710000;3770000;0.74;0.03451196;2
"10kmE471N378";4710000;3780000;0.74;0.010692615;2
"10kmE471N379";4710000;3790000;0.74;0.051043463;2
"10kmE471N380";4710000;3800000;0.74;0.117517392;6
"10kmE471N381";4710000;3810000;0.74;0.068193208;4
"10kmE471N382";4710000;3820000;0.77;0.001638488;2
"10kmE471N384";4710000;3840000;0.82;0.127836657;2
"10kmE471N385";4710000;3850000;0.82;0.028886738;2
"10kmE471N386";4710000;3860000;0.82;0.0046759;1
"10kmE471N387";4710000;3870000;0.82;0.155538061;2
"10kmE471N388";4710000;3880000;0.62;0.14350178;4
"10kmE471N389";4710000;3890000;0.62;0.014202281;2
"10kmE471N390";4710000;3900000;0.62;0.003091472;2
"10kmE471N391";4710000;3910000;0.62;0.020926114;4
"10kmE471N392";4710000;3920000;0.62;0.123219327;4
"10kmE471N393";4710000;3930000;0.62;0.105032877;4
"10kmE471N394";4710000;3940000;0.62;0.171412621;6
"10kmE471N396";4710000;3960000;0.82;0.412065223;2
"10kmE471N419";4710000;4190000;0.62;0.29989914;2
"10kmE471N420";4710000;4200000;0.71;0.197447243;4
"10kmE471N421";4710000;4210000;0.71;0.06727013;2
"10kmE471N422";4710000;4220000;0.71;0.465306157;8
"10kmE471N423";4710000;4230000;0.71;0.421157635;8
"10kmE471N424";4710000;4240000;0.71;0.566740656;8
"10kmE471N425";4710000;4250000;0.71;0.575118666;8
"10kmE471N426";4710000;4260000;0.71;0.541448892;6
"10kmE471N427";4710000;4270000;0.71;0.933330355;6
"10kmE471N428";4710000;4280000;0.71;0.981887414;6
"10kmE471N429";4710000;4290000;0.71;0.70004409;8
"10kmE471N430";4710000;4300000;0.73;0.445156226;9
"10kmE471N431";4710000;4310000;0.73;0.467639664;12
"10kmE471N432";4710000;4320000;0.77;0.718091224;3
"10kmE471N433";4710000;4330000;0.77;0.770863775;3
"10kmE471N434";4710000;4340000;0.77;0.585070365;3
"10kmE471N435";4710000;4350000;0.77;0.514060926;4
"10kmE471N436";4710000;4360000;0.77;0.364382434;8
"10kmE471N437";4710000;4370000;0.77;0.613253416;6
"10kmE471N438";4710000;4380000;0.77;0.678394874;8
"10kmE471N439";4710000;4390000;0.77;0.343338847;8
"10kmE471N445";4710000;4450000;0.77;0.074325941;1
"10kmE472N366";4720000;3660000;0.76;1;1
"10kmE472N367";4720000;3670000;0.76;1;2
"10kmE472N368";4720000;3680000;0.64;0.810267187;1
"10kmE472N369";4720000;3690000;0.64;0.361173616;2
"10kmE472N370";4720000;3700000;0.64;0.032317972;1
"10kmE472N375";4720000;3750000;0.706666666666667;0.269101009;3
"10kmE472N376";4720000;3760000;0.7;0.620290311;8
"10kmE472N377";4720000;3770000;0.7;0.546792517;8
"10kmE472N378";4720000;3780000;0.706666666666667;0.449510289;9
"10kmE472N379";4720000;3790000;0.706666666666667;0.311245103;6
"10kmE472N380";4720000;3800000;0.74;0.914463471;6
"10kmE472N381";4720000;3810000;0.74;0.78875385;4
"10kmE472N382";4720000;3820000;0.8;0.034430439;4
"10kmE472N383";4720000;3830000;0.8;0.053163528;4
"10kmE472N384";4720000;3840000;0.826666666666667;0.010140404;3
"10kmE472N385";4720000;3850000;0.826666666666667;0.119269609;6
"10kmE472N386";4720000;3860000;0.86;0.01193979;4
"10kmE472N387";4720000;3870000;0.86;0.041260354;2
"10kmE472N388";4720000;3880000;0.86;0.052786479;2
"10kmE472N389";4720000;3890000;0.86;0.032718212;2
"10kmE472N390";4720000;3900000;0.86;0.105085099;6
"10kmE472N391";4720000;3910000;0.86;0.157332576;6
"10kmE472N392";4720000;3920000;0.86;0.247533608;4
"10kmE472N393";4720000;3930000;0.86;0.117237806;4
"10kmE472N394";4720000;3940000;0.86;0.039841271;4
"10kmE472N395";4720000;3950000;0.86;0.045218562;4
"10kmE472N396";4720000;3960000;0.84;0.490301386;6
"10kmE472N419";4720000;4190000;0.71;0.350902793;6
"10kmE472N420";4720000;4200000;0.71;0.424008312;6
"10kmE472N421";4720000;4210000;0.71;0.751188429;8
"10kmE472N422";4720000;4220000;0.8;0.98156485;4
"10kmE472N423";4720000;4230000;0.8;1;3
"10kmE472N424";4720000;4240000;0.8;0.913105722;3
"10kmE472N425";4720000;4250000;0.8;0.903387641;2
"10kmE472N426";4720000;4260000;0.8;1;3
"10kmE472N427";4720000;4270000;0.8;1;3
"10kmE472N428";4720000;4280000;0.8;1;3
"10kmE472N429";4720000;4290000;0.8;0.98071616;3
"10kmE472N430";4720000;4300000;0.785;0.863337658;6
"10kmE472N431";4720000;4310000;0.785;0.86117963;6
"10kmE472N432";4720000;4320000;0.77;1;3
"10kmE472N433";4720000;4330000;0.77;0.993298988;3
"10kmE472N434";4720000;4340000;0.77;0.98520785;4
"10kmE472N435";4720000;4350000;0.77;0.806198569;4
"10kmE472N436";4720000;4360000;0.77;0.829394954;8
"10kmE472N437";4720000;4370000;0.77;0.91738485;6
"10kmE472N438";4720000;4380000;0.77;0.970315289;6
"10kmE472N439";4720000;4390000;0.77;0.781342002;6
"10kmE472N440";4720000;4400000;0.77;0.204546264;4
"10kmE472N441";4720000;4410000;0.77;0.004046192;2
"10kmE472N443";4720000;4430000;0.77;0.059037857;4
"10kmE472N444";4720000;4440000;0.77;0.06556215;1
"10kmE472N445";4720000;4450000;0.77;0.154609725;1
"10kmE473N367";4730000;3670000;0.76;1;2
"10kmE473N368";4730000;3680000;0.64;1;2
"10kmE473N369";4730000;3690000;0.64;1;1
"10kmE473N370";4730000;3700000;0.64;0.955207401;2
"10kmE473N371";4730000;3710000;0.64;0.759275371;2
"10kmE473N372";4730000;3720000;0.64;0.594924164;2
"10kmE473N373";4730000;3730000;0.64;0.476815732;1
"10kmE473N374";4730000;3740000;0.706666666666667;0.329404747;6
"10kmE473N375";4730000;3750000;0.706666666666667;0.019379624;3
"10kmE473N377";4730000;3770000;0.7;0.165880235;2
"10kmE473N378";4730000;3780000;0.706666666666667;0.855334185;9
"10kmE473N379";4730000;3790000;0.706666666666667;0.956718258;9
"10kmE473N380";4730000;3800000;0.74;0.958709763;4
"10kmE473N381";4730000;3810000;0.74;0.931234761;6
"10kmE473N382";4730000;3820000;0.8;0.925813131;16
"10kmE473N383";4730000;3830000;0.8;0.916691997;8
"10kmE473N384";4730000;3840000;0.826666666666667;0.767286941;6
"10kmE473N385";4730000;3850000;0.826666666666667;0.506791753;6
"10kmE473N386";4730000;3860000;0.86;0.4314745;2
"10kmE473N387";4730000;3870000;0.86;0.512993787;4
"10kmE473N388";4730000;3880000;0.86;0.277853519;2
"10kmE473N389";4730000;3890000;0.86;0.46613813;2
"10kmE473N390";4730000;3900000;0.86;0.698606819;2
"10kmE473N391";4730000;3910000;0.86;0.283001517;6
"10kmE473N392";4730000;3920000;0.86;0.026898184;4
"10kmE473N393";4730000;3930000;0.86;0.084271479;4
"10kmE473N394";4730000;3940000;0.86;0.139994021;4
"10kmE473N395";4730000;3950000;0.86;0.264083699;4
"10kmE473N396";4730000;3960000;0.84;0.428297829;6
"10kmE473N397";4730000;3970000;0.84;0.014376839;6
"10kmE473N418";4730000;4180000;0.71;0.009638544;2
"10kmE473N419";4730000;4190000;0.71;0.624105328;6
"10kmE473N420";4730000;4200000;0.71;0.946427008;8
"10kmE473N421";4730000;4210000;0.71;0.948045352;8
"10kmE473N422";4730000;4220000;0.8;1;4
"10kmE473N423";4730000;4230000;0.8;1;3
"10kmE473N424";4730000;4240000;0.8;0.999999999;3
"10kmE473N425";4730000;4250000;0.8;1;3
"10kmE473N426";4730000;4260000;0.8;1;3
"10kmE473N427";4730000;4270000;0.8;1;4
"10kmE473N428";4730000;4280000;0.8;1;2
"10kmE473N429";4730000;4290000;0.8;1;3
"10kmE473N430";4730000;4300000;0.785;1;6
"10kmE473N431";4730000;4310000;0.785;1;6
"10kmE473N432";4730000;4320000;0.77;1;3
"10kmE473N433";4730000;4330000;0.77;1;3
"10kmE473N434";4730000;4340000;0.77;1;3
"10kmE473N435";4730000;4350000;0.77;1;3
"10kmE473N436";4730000;4360000;0.77;1;6
"10kmE473N437";4730000;4370000;0.77;0.999999999;6
"10kmE473N438";4730000;4380000;0.77;1;4
"10kmE473N439";4730000;4390000;0.77;1;6
"10kmE473N440";4730000;4400000;0.77;0.944729728;6
"10kmE473N441";4730000;4410000;0.77;0.477591455;6
"10kmE473N442";4730000;4420000;0.77;0.092558333;4
"10kmE473N443";4730000;4430000;0.77;0.123626023;4
"10kmE474N368";4740000;3680000;0.76;1;2
"10kmE474N369";4740000;3690000;0.76;1;2
"10kmE474N376";4740000;3760000;0.64;0.590850141;3
"10kmE474N377";4740000;3770000;0.64;0.407073127;1
"10kmE474N378";4740000;3780000;0.64;0.095840935;1
"10kmE474N379";4740000;3790000;0.64;0.03291912;1
"10kmE474N381";4740000;3810000;0.7;0.003363542;2
"10kmE474N382";4740000;3820000;0.7;0.706621721;8
"10kmE474N383";4740000;3830000;0.7;0.997705752;8
"10kmE474N384";4740000;3840000;0.76;1.000000001;4
"10kmE474N385";4740000;3850000;0.76;0.818752861;2
"10kmE474N386";4740000;3860000;0.76;0.774226819;2
"10kmE474N387";4740000;3870000;0.76;0.820978522;2
"10kmE474N388";4740000;3880000;0.76;0.772244118;2
"10kmE474N389";4740000;3890000;0.76;0.645669842;3
"10kmE474N392";4740000;3920000;0.9;0.29245138;1
"10kmE474N393";4740000;3930000;0.9;0.366626554;1
"10kmE474N394";4740000;3940000;0.9;0.626774899;2
"10kmE474N395";4740000;3950000;0.9;0.552554523;3
"10kmE474N396";4740000;3960000;0.85;0.309919751;4
"10kmE474N397";4740000;3970000;0.85;0.003349538;2
"10kmE474N418";4740000;4180000;0.71;0.015907615;4
"10kmE474N419";4740000;4190000;0.71;0.600849138;6
"10kmE474N420";4740000;4200000;0.8;1.000000001;4
"10kmE474N421";4740000;4210000;0.8;1;3
"10kmE474N440";4740000;4400000;0.77;1;2
"10kmE474N441";4740000;4410000;0.77;1.000000001;3
"10kmE474N442";4740000;4420000;0.77;0.925924217;6
"10kmE474N443";4740000;4430000;0.77;0.739278771;8
"10kmE474N444";4740000;4440000;0.77;0.184250175;4
"10kmE474N445";4740000;4450000;0.77;0.118254066;4
"10kmE474N446";4740000;4460000;0.77;0.237299018;4
"10kmE475N376";4750000;3760000;0.64;1;3
"10kmE475N377";4750000;3770000;0.64;1;3
"10kmE475N378";4750000;3780000;0.64;0.999380754;2
"10kmE475N379";4750000;3790000;0.64;0.982204875;1
"10kmE475N380";4750000;3800000;0.7;0.679161768;4
"10kmE475N381";4750000;3810000;0.7;0.546477238;6
"10kmE475N382";4750000;3820000;0.7;0.188439958;4
"10kmE475N383";4750000;3830000;0.7;0.479187718;6
"10kmE475N384";4750000;3840000;0.76;0.905725503;3
"10kmE475N385";4750000;3850000;0.76;0.176700222;1
"10kmE475N389";4750000;3890000;0.76;0.316897001;2
"10kmE475N392";4750000;3920000;0.9;0.934669218;2
"10kmE475N393";4750000;3930000;0.9;0.951890051;2
"10kmE475N394";4750000;3940000;0.9;0.763709471;2
"10kmE475N395";4750000;3950000;0.9;0.92382828;2
"10kmE475N396";4750000;3960000;0.85;0.675276968;4
"10kmE475N397";4750000;3970000;0.85;0.214060411;4
"10kmE475N398";4750000;3980000;0.85;0.035349629;6
"10kmE475N419";4750000;4190000;0.71;0.573853173;4
"10kmE475N420";4750000;4200000;0.8;0.999999999;3
"10kmE475N421";4750000;4210000;0.8;1;3
"10kmE475N440";4750000;4400000;0.77;1;3
"10kmE475N441";4750000;4410000;0.77;1;4
"10kmE475N442";4750000;4420000;0.77;1;4
"10kmE475N443";4750000;4430000;0.77;1;4
"10kmE475N444";4750000;4440000;0.77;0.745030569;6
"10kmE475N445";4750000;4450000;0.77;0.407799803;6
"10kmE475N446";4750000;4460000;0.77;0.381938363;4
"10kmE475N447";4750000;4470000;0.77;0.381093574;4
"10kmE475N448";4750000;4480000;0.77;0.009318453;1
"10kmE476N351";4760000;3510000;0.66;0.142621326;1
"10kmE476N352";4760000;3520000;0.66;0.938969298;2
"10kmE476N380";4760000;3800000;0.76;0.971496608;3
"10kmE476N381";4760000;3810000;0.76;0.963949229;2
"10kmE476N384";4760000;3840000;0.76;0.722349653;4
"10kmE476N396";4760000;3960000;0.9;0.722198774;2
"10kmE476N397";4760000;3970000;0.9;0.027703226;2
"10kmE476N398";4760000;3980000;0.85;0.121884039;6
"10kmE476N399";4760000;3990000;0.85;0.006724297;4
"10kmE476N418";4760000;4180000;0.71;0.020908599;2
"10kmE476N419";4760000;4190000;0.71;0.706437119;4
"10kmE476N444";4760000;4440000;0.77;1;2
"10kmE476N445";4760000;4450000;0.77;0.937708403;3
"10kmE476N446";4760000;4460000;0.77;0.635466529;6
"10kmE476N447";4760000;4470000;0.77;0.824909207;4
"10kmE476N448";4760000;4480000;0.77;0.295115497;4
"10kmE476N449";4760000;4490000;0.77;0.088512146;4
"10kmE477N352";4770000;3520000;0.66;0.85591612;2
"10kmE477N353";4770000;3530000;0.66;0.984969083;2
"10kmE477N380";4770000;3800000;0.76;0.265342149;3
"10kmE477N381";4770000;3810000;0.76;0.029318102;2
"10kmE477N396";4770000;3960000;0.9;0.826910232;2
"10kmE477N397";4770000;3970000;0.9;0.160610341;2
"10kmE477N398";4770000;3980000;0.85;0.343618606;4
"10kmE477N399";4770000;3990000;0.85;0.033692765;6
"10kmE477N417";4770000;4170000;0.62;0.014801946;2
"10kmE477N418";4770000;4180000;0.71;0.773207217;6
"10kmE477N419";4770000;4190000;0.71;0.965848664;6
"10kmE477N444";4770000;4440000;0.77;1;2
"10kmE477N445";4770000;4450000;0.77;1;3
"10kmE477N446";4770000;4460000;0.77;1;4
"10kmE477N447";4770000;4470000;0.77;0.984416555;6
"10kmE477N448";4770000;4480000;0.77;0.356581285;6
"10kmE477N449";4770000;4490000;0.77;0.001478275;2
"10kmE478N353";4780000;3530000;0.66;0.579240649;3
"10kmE478N396";4780000;3960000;0.9;0.864051984;2
"10kmE478N397";4780000;3970000;0.9;0.278442501;2
"10kmE478N398";4780000;3980000;0.85;0.478806321;4
"10kmE478N399";4780000;3990000;0.85;0.16887276;2
"10kmE478N400";4780000;4000000;0.85;0.161311434;8
"10kmE478N401";4780000;4010000;0.85;0.043167714;2
"10kmE478N402";4780000;4020000;0.8;0.065250313;1
"10kmE478N405";4780000;4050000;0.8;0.040340399;2
"10kmE478N416";4780000;4160000;0.71;0.035489035;2
"10kmE478N417";4780000;4170000;0.71;0.059037867;4
"10kmE478N418";4780000;4180000;0.71;0.098804535;4
"10kmE478N419";4780000;4190000;0.71;0.576975119;6
"10kmE478N448";4780000;4480000;0.77;0.915387517;6
"10kmE478N449";4780000;4490000;0.77;0.586308334;8
"10kmE478N450";4780000;4500000;0.77;0.397881471;6
"10kmE478N451";4780000;4510000;0.77;0.308774077;6
"10kmE479N382";4790000;3820000;0.735;0.578253025;6
"10kmE479N383";4790000;3830000;0.735;0.299459144;6
"10kmE479N396";4790000;3960000;0.9;0.132152364;2
"10kmE479N397";4790000;3970000;0.9;0.120220454;2
"10kmE479N398";4790000;3980000;0.85;0.379241975;4
"10kmE479N399";4790000;3990000;0.85;0.395591183;4
"10kmE479N400";4790000;4000000;0.85;0.089243671;6
"10kmE479N401";4790000;4010000;0.85;0.361919976;6
"10kmE479N402";4790000;4020000;0.8;0.336166699;3
"10kmE479N404";4790000;4040000;0.8;0.043961672;2
"10kmE479N405";4790000;4050000;0.8;0.164860677;2
"10kmE479N406";4790000;4060000;0.8;0.219638207;2
"10kmE479N407";4790000;4070000;0.8;0.238281526;2
"10kmE479N414";4790000;4140000;0.71;0.013011449;2
"10kmE479N415";4790000;4150000;0.71;0.003642822;2
"10kmE479N418";4790000;4180000;0.71;0.41523528;2
"10kmE479N419";4790000;4190000;0.71;0.672392959;4
"10kmE479N448";4790000;4480000;0.77;1;8
"10kmE479N449";4790000;4490000;0.77;0.999632609;8
"10kmE479N450";4790000;4500000;0.77;0.894830589;6
"10kmE479N451";4790000;4510000;0.77;0.262602073;6
"10kmE479N452";4790000;4520000;0.77;0.141771096;1
"10kmE480N378";4800000;3780000;0.64;1;2
"10kmE480N379";4800000;3790000;0.64;1;2
"10kmE480N380";4800000;3800000;0.64;1;3
"10kmE480N381";4800000;3810000;0.64;0.918675326;4
"10kmE480N382";4800000;3820000;0.735;0.668108;6
"10kmE480N383";4800000;3830000;0.735;0.645326091;6
"10kmE480N384";4800000;3840000;0.735;0.271262837;8
"10kmE480N385";4800000;3850000;0.735;0.860143818;6
"10kmE480N386";4800000;3860000;0.83;0.350301355;3
"10kmE480N387";4800000;3870000;0.83;0.061380655;2
"10kmE480N388";4800000;3880000;0.83;0.020805236;2
"10kmE480N389";4800000;3890000;0.83;0.009395042;1
"10kmE480N398";4800000;3980000;0.9;1.26e-05;1
"10kmE480N399";4800000;3990000;0.9;0.540105551;2
"10kmE480N400";4800000;4000000;0.866666666666667;0.631280693;6
"10kmE480N401";4800000;4010000;0.866666666666667;0.275718027;9
"10kmE480N402";4800000;4020000;0.85;0.131445369;6
"10kmE480N403";4800000;4030000;0.85;0.297806025;6
"10kmE480N404";4800000;4040000;0.85;0.368886318;6
"10kmE480N405";4800000;4050000;0.85;0.008608358;2
"10kmE480N406";4800000;4060000;0.8;0.40149734;2
"10kmE480N407";4800000;4070000;0.8;0.143492871;2
"10kmE480N414";4800000;4140000;0.71;0.132558125;4
"10kmE480N415";4800000;4150000;0.71;0.220453752;6
"10kmE480N416";4800000;4160000;0.8;0.422807464;2
"10kmE480N417";4800000;4170000;0.8;0.19277284;3
"10kmE480N418";4800000;4180000;0.8;0.685149324;1
"10kmE480N419";4800000;4190000;0.8;0.466256771;2
"10kmE480N420";4800000;4200000;0.61;0.740687375;2
"10kmE480N447";4800000;4470000;0.77;1;2
"10kmE480N448";4800000;4480000;0.77;1;3
"10kmE480N449";4800000;4490000;0.77;1.000000001;4
"10kmE480N450";4800000;4500000;0.77;0.979707753;6
"10kmE480N451";4800000;4510000;0.77;0.460438509;6
"10kmE480N452";4800000;4520000;0.77;0.162232741;2
"10kmE481N378";4810000;3780000;0.64;0.306598272;2
"10kmE481N379";4810000;3790000;0.64;0.493542355;2
"10kmE481N380";4810000;3800000;0.64;0.348486942;2
"10kmE481N381";4810000;3810000;0.64;0.213982665;2
"10kmE481N386";4810000;3860000;0.83;0.955474464;2
"10kmE481N387";4810000;3870000;0.83;0.976533588;3
"10kmE481N388";4810000;3880000;0.83;0.736187283;2
"10kmE481N389";4810000;3890000;0.83;0.518644181;2
"10kmE481N399";4810000;3990000;0.9;0.267452933;2
"10kmE481N400";4810000;4000000;0.866666666666667;0.916584491;6
"10kmE481N401";4810000;4010000;0.866666666666667;0.608246877;9
"10kmE481N402";4810000;4020000;0.85;0.156963553;8
"10kmE481N403";4810000;4030000;0.85;0.581725889;8
"10kmE481N404";4810000;4040000;0.85;0.479518963;6
"10kmE481N405";4810000;4050000;0.85;0.029553656;4
"10kmE481N406";4810000;4060000;0.8;0.285421892;2
"10kmE481N407";4810000;4070000;0.8;0.130403909;2
"10kmE481N408";4810000;4080000;0.8;0.092264341;3
"10kmE481N409";4810000;4090000;0.8;0.019974447;2
"10kmE481N413";4810000;4130000;0.74;0.377387279;9
"10kmE481N414";4810000;4140000;0.71;0.634746046;6
"10kmE481N415";4810000;4150000;0.71;0.720964247;6
"10kmE481N416";4810000;4160000;0.8;0.609626404;3
"10kmE481N417";4810000;4170000;0.8;0.83531333;3
"10kmE481N418";4810000;4180000;0.8;0.936579514;1
"10kmE481N419";4810000;4190000;0.8;0.985640504;2
"10kmE481N420";4810000;4200000;0.61;1;2
"10kmE481N447";4810000;4470000;0.77;1;3
"10kmE481N448";4810000;4480000;0.77;1;4
"10kmE481N449";4810000;4490000;0.77;1.000000001;4
"10kmE481N450";4810000;4500000;0.77;0.996049025;6
"10kmE481N451";4810000;4510000;0.77;0.74608447;6
"10kmE481N452";4810000;4520000;0.77;0.364371605;3
"10kmE481N453";4810000;4530000;0.77;0.273871312;4
"10kmE482N378";4820000;3780000;0.64;0.21718797;3
"10kmE482N387";4820000;3870000;0.83;0.240366377;1
"10kmE482N388";4820000;3880000;0.83;0.828189616;2
"10kmE482N389";4820000;3890000;0.83;0.486900353;3
"10kmE482N391";4820000;3910000;0.83;0.253874931;2
"10kmE482N400";4820000;4000000;0.9;0.838180339;2
"10kmE482N401";4820000;4010000;0.9;0.915009914;2
"10kmE482N402";4820000;4020000;0.85;0.552722497;8
"10kmE482N403";4820000;4030000;0.85;0.06686011;6
"10kmE482N404";4820000;4040000;0.85;0.063280875;6
"10kmE482N405";4820000;4050000;0.85;0.346005028;6
"10kmE482N406";4820000;4060000;0.85;0.403192689;4
"10kmE482N407";4820000;4070000;0.85;0.294156097;6
"10kmE482N408";4820000;4080000;0.85;0.069011245;6
"10kmE482N409";4820000;4090000;0.85;0.134237214;6
"10kmE482N410";4820000;4100000;0.833333333333333;0.008200447;3
"10kmE482N411";4820000;4110000;0.833333333333333;0.036896398;9
